name,desc,rating
 Jihan Tsabitha ," okee banget buat skin barrier. cocok cocokan tergantung kulit masingmasing. tapi di aku oke banget! worth to try,  lumayan pricey huhu tapi overall oke ",4.8
 Agnes sirait ," Awalnya mau coba face oil ini karena aku cocok sama moisturizer nya skintific. Overall oke aja sih, cuma ntah kenapa tiap pake ini jadi peeling gitu, mungkin kombinasi dia dan skincare/makeup lain nggak cocok kali ya. Saran aku sih kasih jarak yang agak lama di skincare step sebelum pakai oil ini, kalau mau pakai makeup tunggu oilnya bener2 nyerap ke wajah kalau nggak akan peel off ",4.3
 quilla alifia ," inii bagus bgt buat anti aging, the packaging r super cute.. udh repurchase 4x and its also works very well on my dad skin.. worth to try and worth to buy ",5.0
 klaudia restorisa ," Face oil Skintific ini memiliki tekstur yang ringan, watery, dan mudah meresap ke dalam kulit. Bisa dibilang produk ini termasuk kategori dry oil karena tidak meninggalkan rasa lengket pada kulit. 

Saya menghidu wangi floral dan sedikit wangi kacang yang samar dari face oil ini. Bisa jadi wangi ini berasal dari bahan biji-bijian yang menjadi hero ingredients-nya. Kalau dilihat dari komposisi produk secara lengkap, face oil Skintific tidak mengandung parfum.  ",5.0
 dina nisrina ," ini melembabkan kulit aku, suka sih, cuma kalo dipake di bawah makeup bikin cepet longsor kalo keringetan :') tapi untuk treatment kulit kering bagus sih, kulit aku yang kering banget berangsur membaik ",4.5
 oktavia ningsih , Nah ini cck banget sama mama ku.. krn kulit mama ku tergolong kulit kering…. Jd di campur sm foundy mantul banget… bisa jg di pakai sebagai serum… ud beli 2 x…. ,5.0
 cici selvi ," Alhamdulillah sudah sampaaaiiiii packing nyaa super tebal dan rapih and gak ada yang bocorrr gak pernah nyeselll beli di Toko ini harga murah kualitas mendukung next bakal order terus dsniiii luvvvv🥰🥰🥰🥰
 ",5.0
 rika rika ," Pas pertama tetes harum banget, harum bunga2 gitu.. aku pakainya cuma 2 tetes bareng serum.. awal bakal mikir berbinyak banget ya, tapi hasilnya ga seberminyak itu dan calming bgt wanginya bikin muka tambah moist ",5.0
 divi fred ," mamaku yg pake type kulit kering, tapi kalo dipake sama foundation bikin muka jadi glowing cakep bangettt kulitnyaa. pake 2 tetes aja cukup, walopun harga rada mahal si hehehehe ",4.8
 Teresa Sari ," Kecil2 Cabe Rawit! istilah yg pas untuk Facial Oil ini (: 1 tetes di-mix ke Moisturizer yang udah kita dioles di tangan setiap mau tidur, besok pagi-nya langsung berasa kulit lebih moist..Tekstur oil juga ringan kok..Recommended! buat kamu yang mau punya produk all-in-one... ",5.0
 Callysta Aurelia , ndkwlwkananauehaialqloaBanndkwlwkananauehaialqloaBanabauajananansnsndjdisjmaamaiakndkwlwkananauehaialqloaBanndkwlwkananauehaialqloaBanabauajananansnsndjdisjmaamaiakdfg ,4.8
 Diana ShintaDewi ," pakai skintific yg oil ini, bikin kulit emang jadi lembab krn kandungan oilnya, aku mencoba sekali buat di mix dengan skintific ceramide cream, juga bagus hasilnya ",4.5
 Nadia Atika ," Mau sungkem dulu sama yg bikin face oil ini bener bener bikin kulitku jadi glowing sehat sejak pemakaian pertama, pokoknya gabisa berkata kata karna SEBAGUS ITU😍 ",5.0
 Theresia Tulit ," produk ini bener² efektif nanah jerawat dan harumnya enak bgt cepat menyerap kulit.. bakalan repeat order, suka banget sama produk skintific yang satu ini ",5.0
 erlin octaviani ," Calming my face! Aku pakai oil barengan dengan toner ceramide ku, setiap malam sebelum tidur, besok hari nya kulit ku yg super sensitive ini jadi lebih tenang, halus, lembab, cerah ",5.0
 Deyna Azima ," suukaa sama produk-produk skintific, tekstur cair gak kerasa kalau lagi pakai oil, gak buat muka berminyak malah di wajahku jadi sumper lembab, bisa dicampur dengan mousturizer ",5.0
 Dewi Rahmawati ," Nyobain beli ini sesungguhny karena penasaran aja. Ternyata pas dicoba apply ke kulit muka, berasa banget oily, walaupun sebenarny ringan ya, tapi kayakny kurang cocok di aku. ",5.0
 tia dewi ," Bismillah semoga cocok.. banyak yang review bagus. Semoga betul betul betul bagusss

Nanti update lagi setlah dipakai biar keliatan before afternya yaaa ",5.0
 Rizkita Putri ," Ini aku beli untuk mamah aku yang umurnya sekitar 60an , mamah aku jenis kulitnya kering jadi bagus kalo pake inii dan dia emang untuk anti aging jadi sesuaiii hihi ",4.5
 Astrie K ," Facial oil yang enggak terlalu lengket, suka! Bagus buat kulit kering seperti hamba. Biasanya saya campur setetes sama sedikit ceramide moisturizer yang skintific juga. Hasilnya kulit jadi lebih glowing dan aplikasi foundie juga jadi lebih mudah. ",4.8
 Yuli Astuti , face oil kedua setelah tarte yg baunya masyaaAllah itu ya..dan ini baunya tuh enaaaakkk banget..wangi tapi ga ganggu..trus gampang banget meresap..ga oily gitu dimuka..cuma sayang dia kemasannya ga ada penahan oilnya di leher botolnya misal tiba2 tumpah..dan punyaku udah tumpah dong..mo nangis..soalnya isinya cuma dikit dan seenak itu..huhuhu..but must to try..enaaakk ,4.8
 Astrid Probondari ," wanginya enak lembut kaya essential oil, teksturnya minyak ringan, nyerepnya cepet, ngga lengket, harganyabpas ngga terlalu mahal. satu tetes bisa cukup untuk semuka, bisa dimix ke moisturizer/cream biar cepet sat set makenya ",5.0
 Elvira Odilia , walaupun ini oil tapi pas dipakai bukan tipe yang berasa berat di kulit dan ga ada bau yang aneh aneh gitu kok. memang hasilnya tidak terlalu cepat terlihat alias tidak instan tapi aku merasa kulitku tidak sekering biasanya dan lebih terjaga kondisinya ,4.3
 Viona Sari ," Enak buat face massage, skintific sih blm pernah fail yak, kalo keefektivan sih belum kerasa banget karena baru sebotol, but so far so good without ang breakout! ",4.5
 Rizkya Metrisa , Tekstur face oil ini cukup ringan dan gampang meresap. Untuk hasilnya di kulitku berasa lebih lembab dan halus. Cocok dipakai sebelum make up krn efek melembabkannya lumayan bekerja. ,4.5
 Delviona A ," cocok dipakai sebelum memakai make up. untuk sbg skincare belum merasakan hasilnya, hanya melembapkan saat pemakaian. sedikit beruntusan kalau dipakai tiap hari. tapi semua kan juga cocok2an 👌 ",4.5
 Mirna Aulia ," Ini tipe oil yg gak terlalu thick dan greasy tp menyebar dengan baik ke seluruh wajah.  Aku pake 3 drop udah cukup untuk seluruh wajah. Aromanya sangat calming dan enak gtu, gak terlalu strong. Untuk efeknya di aku emang melembabkan dan bangun tidur muka keliatan lebih glowing, tp kalo untuk memperbaiki skin barrier sepertinya standar aja tidak ada efek yg drastis. Overall, aku suka experience selama pemakaian facial oil ini  ",4.5
 winda yonata ," Serum booster terdbest!!!!! Muka ku yg sensitif cocok pakai ini,wanginy juga menangkan..muka merah2 jadi reda pakai ini, harga yg terjangkau dan sering ada diskon juga 😅 ",5.0
 Kathy Mann , Love tat it’s not too oily for the texture as it’s quite minimal.. gives a shiny glow effect on my skin tone!! Love tat it kinda of boost the texture of my facial  ,5.0
 dewi rahmania , belum pakai si semoga aja cocok dan enak gitu nempel dikulittt apa lagi buat dipijat diwajah enak bangett udah pernah nyobain yang model gini tp merek berbeda ,4.0
 Ester Tobing ," Bisa bantu maksimalin fungsi serum+moisturizer yg diaplikasikan setelah facial oil ini, tanpa bikin kulit wajah jd berminyak. Jenis kulitku kombinasi normal berminyak. Pakenya 2-3 tetes aja yah.  ",5.0
 yandi surfabaktiar ,  i think itu will have to do it tomorrow at the one i but we will get back together soon and we will get together soon and we then will have to do it  ,5.0
 lux f ," Definitely repurchase!! Face oil yang betulan ringan dan nyaman digunakan. Menyerap sempurna ga pake lama, lembabnya enak. selalu sukak sama produk2 skintific ",5.0
 rima berlianti , bagus banget. buat kulit kering jadi lembab. wanginya juga enak banget. bisa di pake keseluruh badan. di campur skintific niacinamide moisture gel enak banget.  ,5.0
 Yara Fazira ," Udh lebih dari 1 tahun pake face oil ini dan bnr2 suka bgt dgn aroma yg soft nya dan bisa buat kulit lembab seharian, apalagi aku tinggal di negara yg bersalju, bnr2 ngebantu kulit ku utk stay hydrated seharian! ",5.0
 Isma Dewi Liana ," Super oily, paling aman makenya pas malem aja. atau siang kalo lagi ga kemana mana karena lumayan buat kulit super lembab dan oily. tapi efek mencerahkan nya lumayan sih, engga instant tapi keliatan bertahapnya dan jauh lebih cepat dari pada pakai serum biasanya ",4.5
 ellya santi , produk ini sangat baguss.  uda pemakaian botol ke2.. walaupun face oil tp pas dipake dia ga berminyak padahal kulitku tipe yg berminyak... muka jd lembab dan kenyal gtu jadinya...recomended banget deh..  ,5.0
 Yulisa Haryono ," memang ga salah kalo merk ini sedang viral....
dengan harga yg terjangkau tapi hasil yg diciptakan ga kaleng2 ya gaesss...
sampe heran sendiri kok bisa seenak ini oil nya dan harga seratus ribuan, compare dengan oil brand luar masih brani diadu lohhhh... you should try!!! ",5.0
 anggie dani , Baru pertama x nyobaaa.. bgs2 aja sih ga ada efek negatip di mukaaaa.. sering2 dipake aja biar besok pagi muka jd halus dan glowing… biasanya gw campurin ama moist biar apdol ,5.0
 Vivi Wira , face oul ini di aku kasih efek glowing instan.. cocok dipake setelah pakai exfoliate dan retinol karna cukup membantu melembapkan kulit dari kering dan menghindari iritasi ,4.0
 nining wahyoe , beli ini karena lagi promo dan pas oilku yang beautylab habis...lebih encer dari oilnya beautylab tapi cukup menghidrasi kulitku sih...ini aku campur dengan sisa oil beautylab jadinya bagus di kulitku. kalo pas periode terus jerawatan langsung calming jerawatnya... ,5.0
 Delinda Ghassani , the besto aromanya harum banget typical oil oil herbal harumnya yang buat relax dan zen texture oil nya ga begitu greasy jadi kalo di campur dengan moisturizer menyatu dengan indah ,5.0
 Satila -mardha ," thissss isssss my HG✨✨✨✨
untuk claimnya si anti aging belum terlihat mungkin pemakaian rutin bisa kelihatan.
if you have a dry skin, you must put oil into your skincarw routine ",3.5
 Ayu Marshaa ," Beli ini karena waktu itu tinggal tersedia ini aja untuk face oil di store. Dibandingkan dengan oil lain yang sebelumnya aku pakai performanya kurang oke, Dipakai di atas pelembab bikin pelembabnya peeling dan diakalin pake pelembab yg ringan pun masih ada sedikit peeling. Teksturnya ringan cuman ga seringan face oil lain dari merk lokal yg hits itu, jadi masih terasa agak berat di kulit aku. Akhirnya aku buat campuran foundation aja biar makin glowing dan flawless karena sayang kalo ga kepake ",3.0
 Dellian Prastini ," Wanginya enakkkk bgt, aroma white tea yang bikin relax. Menenangkan dan melembabkan kulit seketika! Sesuai petunjuknya, bila digunakan rutin dapat memperbaiki skin barrier ",5.0
 shelley octavia , MY ULTIMATE HOLY GRAIL FACE OILL NAMPOL BANGETT UDAH REPURCHASE 2x😭😭🤩 OTW BOTOL KE 3 SAKING BAGUSNYAA. VERY HYDRATING GABAKAL NYESELL SIHH NYOBA OIL INI ,5.0
 Chelsea Valentia ," teksturnya oke bagus cuma di aku kurang cocok jadi clogging di pori pori jadi breakout, jadi harus dibersihin pake cleansing balm atau cleansing oil.  ",4.5
 Nadhilah Rizkyanky ," This is definitely my new ultimate holy-grail face oil!
Dipakein bareng sama 5x ceramide barrier moisture gel nampol banget bangettt, plis kalian harus coba. Ini juga oilnya yang cepat nyerap di kulit dan ga bikin kulit jadi berminyak banget, besoknya pas bangun kulit rasanya lembut dan lembab. Dan menurutku ini lumayan banyak isinya, karna cuma pakai 2-3 drop tiap malam jadi tahan lama. The best face oil lah ini~ ",5.0
 meiling Liow ," I love adding oil for my skin care routine, especially for night time or when I have to wear make up, I will mix 2 drops with foundation. But this oil aku juga pake buat badan selain wajah, kalo di badan aku mixed dgn body lotion. Plus I love the smell of this natural oil.  ",5.0
 tachibana rien , ikut ikutan beli ini. pengen tau soalnya pernah coba merk lain hasilnya ga sesuai klaim. coba ini dicampur sama moisturizer nya  melembabkan dapet banget. ga bikin muka kaya kilang minyak. it'sokey lah ,5.0
 Caroline Pontoh ," Jujur aku gambling buat beli oil ini karena menurutku biasa aja. Tapii setelah aku coba, hasilnya memuaskan. Aku merasa oil ini super melembabkan tapi ga bikin ada perasaan ""berat"" di muka jadi tetap nyaman di pakai. Dia juga biasanya ku mix ke moisturizer dan hasilnya oke. ",5.0
 Laurentia Natalie ," this product really helps me to strengthen my skin barrier, nice hydrating feel as well. I like the fact how it blends very well with my favorite moisturizer, adding more hydration and the glow for sure. ",5.0
 Adhiningdyah Mulyani ," awet banget, secocok itu sama produk-produk nya skintific, beli pas lagi diskon, awet banget ga habis-habis karna makenya setetes-setetes aja udah bisa buat ngeratain semuka ",5.0
 suryani tamby ," oil yg ringan dan mewah, wanginya jg calming, saya pake dimalam hari sehabis cream malam dan siang dicampur dengan bb cream. ajaib sih, wajib coba sih , kadang2 saya campur ke hand cream di malam saat mau tdr, biar tangan ini ga cepet keriput. ",5.0
 Vini Akbar ," pakai ini buat campuran serum, untuk muka kering aku enak, jdi berasa lembabnya, trus jd ada efek plumpynya, berasa melembabkannya di muka, pakai pagi dan malam oke ",5.0
 Putri Di ," Belum pernah nyoba pake facial oil, karna kulitku juga termasuk oily kombinasi gitu.. Pas tau skintific juga punya produk facial oil, asli tertarik banget buat coba 😁 Daaaan damn, emang awesome banget sih produk""nya skintific 🤩 Padahal baru seminggu pake, tapi udah kerasa banget kulit wajah lebih kenyal, dan sengaruh itu di aku.. kerutan"" halus juga mulai memudar dikit""  ",5.0
 Nurlaila Ishaq ," Bikin lembam banget, bikin glowing, worth it banget. Udah cobain berbagai oil, this is the best deh ❤️ ini udah purchase yang ke 5, pokonya ga nyesel deh ",5.0
 melissa flavia , oil yang lebih afrodable dari merk oil sebelah. melembabkan kulit wajah. oil ga terlalu thick jadi penyerapan nua ke kulit wajah lebih cepat. ga oily. karena langsung meresap ,5.0
 artania ulfa ," Bagussss teksturnya mudah sekali meresap,face oil pertamaku,dimukaku yang berminyak ini ga bikin terlalu berminyak,cocok untuk melembabkan,baru coba pake 2 tetes cukup ",4.3
 Chusnawirya Devi , bener2 sesuai namanya booster...produk ini bisa di kombinasikan dengan semua serum/moisturizer. saya pribadi memakai booster ini dengan skintific penghilang flek...hasilnya benar2 maksimal ,5.0
 Elvi Soru ," keren sih ini, sangat efektif membantu perbaiki barrier kulit. sudah sekitar 2 bulanan saya gunakan ini dan biasa saya campurkan dengan moisture gel skintific dan uum enak banget saat di apply di muka. botolnya kecil, 10 mL tapi bisa bertahan selama 2 bulan padahal digunakan siang dan malam. keren.. ",4.8
 Silvia Agustina ," Kedua kali nya pakai facial oil, pakainya cukup 1-2 tetes aja, kalau pemakaian tidak terlalu banyak tdk membuat kulit terasa berat walaupun teksturnya oil ",5.0
 Resty Dwi Umiati , sangat bagus dan super melembabkan untuk kulit yg dehidrasi apalagi bila di mix sama moisturizernya skintific. dipakein jade roller atau guasha juga cocok. recommended ,4.5
 henni Elfandari ," Facial oli ini enak banget deh di wajah .. bener2 maksimalin kerja moisturizer, terus juga ada efek calming dan wanginya enak banget bukan wangi yg strong .. luv ❤️ ",5.0
 siti riya ," Sumpah q suka bgt prodac2 skintific , unt oil face Dr bauh nya trs tekstur nya yg ngak oily yg berat di muka q, pokoknya q suka poll, trs yg bikin kulit lbh glowing  ",4.5
 qirani putri ," ini packaging nya lucuk banget sukak, but i never wear this daily. i dont know why but everytime i apply oil on my face it makes my skin drier, but i use it whenever i shave my face!  ",5.0
 Meidatia_Dwi Anggriani ," pertama kalinya nyobain pake face oil dan langsung cinta! aku biasa pake face oil ini biasanya di malam hari, dicampur sama moisturizernya skintific juga. texturnya ringan, cepet meresap, gak greesy, dan sama sekali gak bikin efek panas di muka. aku juga biasa pakein buat campuran foundie atau concelear yang bikin complexionnya tuh kayak healthy skin gitu. suka! ",4.8
 irmawati - ," Bagus banget ini facial oilnya, di combo sama moisture nyaa
Di muka tuh langsung keliatan hasil nya, the best banget sih
Make nya setetes aja sudah bisa se wajah heheh ",5.0
 chika armelia ," baguss bgtt lembab klo di layer sm moisturizer ,keren bgt ga si facial oil yang cocok bgt di kulit ku yg super sensitive dan helpful bner"" keren si juara kamu  ",5.0
 Elizabeth Lisa ," BAGUS BANGETTT!!!! Aku suka banget sama produk ini karena bantu memperbaiki kulit ku yang kemerahan dan perih"" pasca pakai skincare dengan kandungan baan aktif. Bisa bantu soothing kulit yang kemerahan juga. Texture nya ngga terlalu berat untuk ukuran face oil , wangi nya juga ngga ganggu & of course harga nya yang affordable (ngga semahal face oil lainnya) jadi aku bisa puas""in pakainya.  ",5.0
